,adj_close,high,low,volume,Real Lower Band,Real Middle Band,Real Upper Band,EMA,SlowK,SlowD,RSI,Chaikin A/D,OBV,Aroon Up,Aroon Down
2016-10-05,88.742,91.45,90.85,422525.0,86.7466,89.827,92.9074,90.0546,58.0764,54.8174,55.7561,331337590.9512,22615041.0,35.7143,7.1429
2016-10-06,88.7127,91.02,90.64,940191.0,86.7826,89.8965,93.0104,90.138,59.136,58.7203,55.617,331832428.3196,21674850.0,28.5714,0.0
2016-10-07,87.3859,90.54,89.06,984467.0,87.0499,89.993,92.9361,90.0839,50.9246,56.0457,49.5761,331526445.3331,20690383.0,21.4286,0.0
2016-10-10,87.8932,90.2288,89.91,750084.0,87.1713,90.0595,92.9477,90.0845,41.4418,50.5008,51.7347,331623382.1612,21440467.0,14.2857,0.0
2016-10-11,86.4493,89.7,88.54,897530.0,87.2486,90.0825,92.9164,89.944,22.2802,38.2155,45.7338,330834174.7474,20542937.0,7.1429,100.0
2016-10-12,85.0932,87.72,87.11,921574.0,87.0215,90.0275,93.0335,89.6846,16.105,26.609,40.9316,330244971.6982,19621363.0,0.0,100.0
2016-10-13,85.1127,87.5159,86.16,651470.0,86.7621,89.956,93.1499,89.4518,9.9588,16.1147,41.0276,330631318.0564,20272833.0,21.4286,100.0
2016-10-14,84.0298,87.28,86.07,1358326.0,86.5719,89.9195,93.2671,89.1354,9.6379,11.9005,37.3967,329407702.0729,18914507.0,14.2857,100.0
2016-10-17,84.2444,86.66,86.19,600741.0,86.2193,89.8325,93.4457,88.8701,11.2713,10.2893,38.5573,329215976.2218,19515248.0,7.1429,92.8571
2016-10-18,85.5225,88.2,87.48,1086773.0,86.0414,89.7635,93.4856,88.7549,27.9347,16.2813,45.0857,328672589.7218,20602021.0,0.0,85.7143
2016-10-19,84.8395,87.5,86.9,578113.0,85.6902,89.5955,93.5008,88.584,41.3818,26.8626,42.4879,328210099.3218,20023908.0,7.1429,78.5714
2016-10-20,85.1517,87.44,86.2,1157222.0,85.5287,89.3415,93.1543,88.4598,57.7465,42.3543,44.0743,329068683.3864,21181130.0,0.0,71.4286
2016-10-21,86.6542,89.38,88.36,3089231.0,85.5243,89.2055,92.8867,88.4941,60.3456,53.158,51.0694,328765817.6021,24270361.0,14.2857,64.2857
2016-10-24,86.1761,89.2,88.2,938379.0,85.4552,89.085,92.7148,88.4784,68.7446,62.2789,48.9706,328071417.1421,23331982.0,7.1429,57.1429
2016-10-25,86.1566,88.63,88.02,697325.0,85.4205,88.9475,92.4745,88.4624,71.9262,67.0054,48.8823,328037122.4699,22634657.0,0.0,50.0
2016-10-26,85.62,88.37,87.65,528801.0,85.48,88.7315,91.983,88.3955,60.7966,67.1558,46.4041,327669899.5533,22105856.0,0.0,42.8571
2016-10-27,85.5225,88.39,87.63,799728.0,85.3762,88.6375,91.8988,88.3255,39.041,57.2546,45.948,326933307.9743,21306128.0,0.0,35.7143
2016-10-28,85.7468,88.43,87.6601,461223.0,85.4471,88.4615,91.4759,88.284,22.4438,40.7605,47.2327,326747536.7673,21767351.0,0.0,28.5714
2016-10-31,85.6981,88.3,87.69,637742.0,85.4999,88.309,91.1181,88.2417,13.0916,24.8588,46.9713,326423438.3738,21129609.0,0.0,21.4286
2016-11-01,84.1956,87.76,85.86,751109.0,85.358,88.0955,90.833,88.0568,18.227,17.9208,39.6872,326020211.437,20378500.0,50.0,100.0
2016-11-02,83.9517,86.8,85.8254,765190.0,85.3106,87.85,90.3894,87.8657,15.5813,15.6333,38.6396,325607702.894,19613310.0,42.8571,100.0
2016-11-03,82.6444,85.6,84.65,923238.0,85.0619,87.539,90.0161,87.5651,9.1104,14.3062,33.5308,324801084.4308,18690072.0,35.7143,100.0
2016-11-04,83.2688,85.88,85.2,616546.0,84.8599,87.328,89.7961,87.3542,9.7962,11.4959,37.7633,324456544.0191,19306618.0,28.5714,92.8571
2016-11-07,84.5956,86.74,86.12,627558.0,85.0311,87.159,89.2869,87.2928,29.0011,15.9692,45.679,325023370.5997,19934176.0,21.4286,85.7143
2016-11-08,84.3517,86.83,86.25,717454.0,85.0123,87.0515,89.0907,87.2135,56.1478,31.6484,44.5571,324825452.2549,19216722.0,14.2857,78.5714
2016-11-09,83.8737,86.23,84.55,762313.0,84.8983,86.989,89.0797,87.0951,70.5154,51.8881,42.3611,325351811.2311,18454409.0,7.1429,100.0
2016-11-10,82.2932,85.53,83.6499,1319786.0,84.4638,86.8445,89.2252,86.8336,55.7744,60.8126,36.0373,325014932.7132,17134623.0,0.0,100.0
2016-11-11,81.0932,83.26,82.26,1385991.0,83.8218,86.694,89.5662,86.48,34.3714,53.5537,32.117,326012846.2332,15748632.0,0.0,100.0
2016-11-14,79.62,81.86,81.07,1290144.0,82.8279,86.457,90.0861,86.0161,16.7361,35.6273,28.0787,326486443.3978,14458488.0,0.0,100.0
2016-11-15,79.8444,81.89,80.93,1905503.0,82.0665,86.166,90.2655,85.6184,15.1211,22.0762,29.5321,328193456.502,16363991.0,14.2857,100.0
2016-11-16,80.2346,82.52,81.62,883591.0,81.5097,85.93,90.3503,85.2967,18.341,16.7327,32.102,328527257.5464,17247582.0,7.1429,92.8571
2016-11-17,80.4493,82.69,82.04,1081928.0,81.0683,85.689,90.3097,85.0265,37.1044,23.5222,33.5376,328843513.4233,18329510.0,0.0,85.7143
2016-11-18,81.1907,83.28,82.73,870439.0,80.9039,85.409,89.9141,84.8545,63.8634,39.7696,38.3843,329524038.4597,19199949.0,0.0,78.5714
2016-11-21,82.1956,84.25,83.65,683356.0,80.8816,85.205,89.5284,84.7969,87.704,62.8906,44.3115,330207394.4597,19883305.0,0.0,71.4286
2016-11-22,83.3176,85.52,84.36,1735235.0,80.9746,85.0595,89.1444,84.8543,98.1233,83.2302,50.0849,331583615.3218,21618540.0,28.5714,64.2857
2016-11-23,82.0883,84.19,83.57,852255.0,80.9714,84.8785,88.7856,84.7863,85.756,90.5278,44.6259,332298409.8379,20766285.0,21.4286,57.1429
2016-11-25,83.5224,85.85,85.35,658072.0,81.0634,84.776,88.4886,84.8647,83.1919,89.0237,51.2956,332324732.7179,21424357.0,14.2857,50.0
2016-11-28,82.498,85.23,84.53,710747.0,81.1828,84.6095,88.0362,84.8357,65.3579,78.1019,46.946,331674906.8893,20713610.0,7.1429,42.8571
2016-11-29,82.459,84.79,83.82,597836.0,81.3538,84.4435,87.5332,84.8057,59.1318,69.2272,46.7832,331939926.9718,20115774.0,0.0,35.7143
2016-11-30,81.1907,84.29,83.158,596414.0,81.2792,84.2895,87.2998,84.6546,29.1303,51.2066,41.721,331408844.5407,19519360.0,0.0,28.5714
2016-12-01,79.9127,82.97,81.75,868170.0,81.0161,84.0825,87.1489,84.3932,15.9574,34.7398,37.3367,330768391.262,18651190.0,71.4286,21.4286
2016-12-02,79.9224,82.42,81.3,1253488.0,80.7522,83.943,87.1338,84.1577,7.3272,17.4716,37.3908,330902693.5477,19904678.0,64.2857,14.2857
2016-12-05,81.1029,83.29,82.59,438816.0,80.6906,83.832,86.9734,84.0598,24.038,15.7742,43.7208,331140907.9477,20343494.0,57.1429,7.1429
2016-12-06,80.9663,83.15,82.45,680411.0,80.7798,83.646,86.5122,83.9579,41.5778,24.3143,43.1768,331510273.9191,19663083.0,50.0,0.0
2016-12-07,82.6737,84.9499,83.45,583885.0,80.9444,83.56,86.1756,84.0324,67.7355,44.4504,51.3281,331930738.0758,20246968.0,42.8571,78.5714
2016-12-08,82.1859,84.64,84.05,877422.0,81.0772,83.4735,85.8698,84.0522,77.107,62.1401,49.1584,331618435.33,19369546.0,35.7143,71.4286
2016-12-09,82.3712,84.62,84.21,552511.0,81.0751,83.4775,85.8799,84.0882,84.6675,76.5033,50.0229,331658862.9641,19922057.0,28.5714,64.2857
2016-12-12,82.4005,84.73,84.03,767038.0,81.1112,83.5445,85.9778,84.1236,80.0522,80.6089,50.167,331834185.9356,20689095.0,21.4286,57.1429
2016-12-13,83.3566,86.05,85.17,486465.0,81.3392,83.736,86.1328,84.249,78.7149,81.1449,54.7561,331646233.5492,21175560.0,100.0,50.0
2016-12-14,82.8395,85.98,84.71,686850.0,81.6076,83.8895,86.1714,84.3119,66.8353,75.2008,51.9688,331175714.2579,20488710.0,92.8571,42.8571
2016-12-15,82.6151,84.94,84.14,770797.0,81.837,84.0115,86.186,84.347,50.7603,65.4369,50.7612,331445493.2079,19717913.0,85.7143,35.7143
2016-12-16,82.9371,85.21,84.76,569112.0,82.0459,84.139,86.2321,84.4101,41.4191,53.0049,52.4678,331508727.8745,20287025.0,78.5714,28.5714
2016-12-19,83.1907,85.88,85.11,424338.0,82.1377,84.2415,86.3453,84.492,46.6185,46.266,53.8258,331260738.1343,20711363.0,71.4286,21.4286
2016-12-20,83.9517,86.09,85.58,426419.0,82.0848,84.3315,86.5782,84.6404,68.542,52.1932,57.7274,331620267.8794,21137782.0,100.0,14.2857
2016-12-21,83.8542,86.67,85.85,478221.0,82.0481,84.359,86.6699,84.7651,76.2175,63.7926,57.0617,331258686.1477,20659561.0,100.0,7.1429
2016-12-22,83.62,85.99,85.575,1020824.0,82.0561,84.4375,86.8189,84.8551,73.0761,72.6119,55.4102,330902012.7019,19638737.0,92.8571,0.0
2016-12-23,83.6005,85.75,85.42,349427.0,82.052,84.4415,86.831,84.9346,52.8197,67.3711,55.2666,331124375.3382,19289310.0,85.7143,7.1429
2016-12-27,83.7078,86.14,85.73,320283.0,82.0416,84.5035,86.9654,85.017,39.1059,55.0006,55.9427,330913457.2651,19609593.0,78.5714,0.0
2016-12-28,83.5907,86.03,85.54,363416.0,82.0467,84.5615,87.0763,85.0802,29.4598,40.4618,54.9667,330757707.5508,19246177.0,71.4286,0.0
2016-12-29,84.4005,86.685,86.23,529631.0,82.154,84.726,87.298,85.2163,45.7887,38.1181,60.1457,330879930.0892,19775808.0,100.0,14.2857
2016-12-30,84.3225,87.23,86.07,835039.0,82.627,84.952,87.277,85.3319,54.2557,43.1681,59.4362,330563191.1582,18940769.0,100.0,7.1429
2017-01-03,84.1956,86.44,85.92,803732.0,83.2374,85.171,87.1046,85.4241,62.3125,54.119,58.234,330934144.389,18137037.0,92.8571,0.0
2017-01-04,84.5468,86.7,85.49,1057673.0,83.5518,85.3475,87.1432,85.5418,56.0043,57.5242,60.61,331921888.5956,19194710.0,85.7143,14.2857
2017-01-05,85.7078,87.95,86.33,1257940.0,83.8216,85.5905,87.3594,85.7617,69.3823,62.5664,67.2436,333024527.361,20452650.0,100.0,7.1429
2017-01-06,86.3127,88.73,87.72,911445.0,83.6548,85.777,87.8992,86.0196,85.0505,70.1457,70.0716,333466713.5491,21364095.0,100.0,0.0
2017-01-09,87.181,89.48,88.92,1230843.0,83.5157,86.033,88.5503,86.3377,94.9676,83.1335,73.5956,334170052.4063,22594938.0,100.0,0.0
2017-01-10,86.4688,89.28,88.51,579928.0,83.5982,86.243,88.8878,86.556,89.2215,89.7465,66.6621,333770881.1855,22015010.0,92.8571,0.0
2017-01-11,86.6249,88.92,87.76,1417935.0,83.7265,86.4595,89.1925,86.7688,84.5948,89.5946,67.3873,334871003.1683,23432945.0,85.7143,21.4286
2017-01-12,87.2103,89.62,88.67,614420.0,83.6867,86.657,89.6273,87.0184,81.5622,85.1262,70.021,335187914.5367,24047365.0,100.0,14.2857
2017-01-13,87.2591,89.68,89.1,406078.0,83.7922,86.8835,89.9748,87.2491,84.4967,83.5512,70.2367,335257927.985,24453443.0,100.0,7.1429
2017-01-17,87.4542,89.74,89.28,853804.0,83.9916,87.1315,90.2714,87.4768,90.1147,85.3912,71.1315,335740512.8545,25307247.0,100.0,0.0
2017-01-18,87.1712,89.38,88.87,790134.0,84.2252,87.3485,90.4718,87.6552,87.5842,87.3985,67.942,336437689.9134,24517113.0,92.8571,35.7143
2017-01-19,87.0542,89.49,88.8,1153558.0,84.4737,87.5465,90.6193,87.8052,75.863,84.5206,66.611,336721899.8554,23363555.0,85.7143,28.5714
2017-01-20,87.22,89.59,89.31,424321.0,84.6206,87.714,90.8074,87.957,65.4898,76.3123,67.58,336570356.6411,23787876.0,78.5714,21.4286
2017-01-23,87.1225,89.47,88.84,647571.0,84.8258,87.8815,90.9372,88.0849,56.4526,65.9351,66.36,336868444.8792,23140305.0,71.4286,14.2857
2017-01-24,87.4444,90.13,89.31,1188451.0,85.1022,88.0775,91.0528,88.2321,59.8091,60.5838,68.388,336607565.3914,24328756.0,100.0,7.1429
2017-01-25,88.9956,91.29,90.56,1012894.0,85.2911,88.354,91.4169,88.5167,70.9288,62.3968,75.9205,337426205.7476,25341650.0,100.0,0.0
2017-01-26,88.6054,91.04,90.43,764517.0,85.5982,88.605,91.6118,88.736,80.137,70.2916,71.3166,337639267.8623,24577133.0,92.8571,0.0
2017-01-27,88.8981,91.56,90.87,786637.0,85.9962,88.877,91.7578,88.9631,87.2762,79.4473,72.6559,337422657.6739,25363770.0,100.0,0.0
2017-01-30,89.103,91.44,90.49,1127642.0,86.2633,89.118,91.9727,89.1885,84.8059,84.073,73.5856,338289161.5265,26491412.0,92.8571,14.2857
2017-01-31,89.2786,91.8,91.19,924399.0,86.6169,89.372,92.1271,89.4096,84.1445,85.4089,74.3894,338334623.7724,27415811.0,100.0,7.1429
2017-02-01,88.4981,91.01,90.19,1177675.0,87.1703,89.5925,92.0147,89.5334,66.9693,78.6399,64.9319,338650585.3578,26238136.0,92.8571,0.0
2017-02-02,89.6298,92.64,91.75,1481436.0,87.6365,89.853,92.0695,89.756,59.9006,70.3381,70.7407,337568637.7173,27719572.0,100.0,0.0
2017-02-03,90.2639,92.58,92.07,628735.0,87.7811,90.0865,92.3919,90.0192,65.3239,64.0646,73.3996,338049435.0703,28348307.0,92.8571,21.4286
2017-02-06,89.0249,91.33,90.81,1222105.0,87.9926,90.2255,92.4584,90.1364,68.9796,64.7347,61.6177,338895507.7626,27126202.0,85.7143,14.2857
2017-02-07,89.7176,91.99,91.31,1532969.0,88.0381,90.3555,92.6729,90.3101,70.2041,68.1692,65.0001,340293214.792,28659171.0,78.5714,7.1429
2017-02-08,89.5518,92.22,91.62,653804.0,88.2582,90.5135,92.7688,90.451,56.354,65.1792,63.5559,340009899.7253,28005367.0,71.4286,0.0
2017-02-09,89.4737,92.1663,91.71,548787.0,88.4931,90.6595,92.8259,90.5709,58.8814,61.8132,62.8482,339461112.7253,27456580.0,64.2857,7.1429
2017-02-10,89.4932,91.94,91.64,417028.0,88.6445,90.7765,92.9085,90.6813,56.5492,57.2616,62.9592,339294301.5253,27873608.0,57.1429,0.0
2017-02-13,90.2737,92.93,92.48,400411.0,88.7613,90.931,93.1007,90.8574,63.8014,59.744,67.1843,338982870.7476,28274019.0,100.0,0.0
2017-02-14,90.2152,92.53,92.08,439584.0,88.8889,91.0725,93.2561,91.011,68.4808,62.9438,66.571,339305232.3476,27834435.0,92.8571,35.7143
2017-02-15,90.1957,92.5499,91.39,699011.0,89.1161,91.2275,93.3389,91.148,69.6751,67.3191,66.3535,339883834.3487,27135424.0,85.7143,28.5714
2017-02-16,90.4883,92.84,92.45,597846.0,89.4036,91.4035,93.4034,91.3006,74.0095,70.7218,68.0398,340205751.4256,27733270.0,78.5714,21.4286
2017-02-17,90.2054,92.58,92.19,729484.0,89.7326,91.5565,93.3804,91.411,75.5411,73.0752,64.6659,340486322.1948,27003786.0,71.4286,14.2857
2017-02-21,90.8786,93.15,92.51,604454.0,90.1157,91.749,93.3823,91.5766,85.9307,78.4938,68.6493,341090776.1948,27608240.0,100.0,7.1429
2017-02-22,91.7176,94.17,93.42,606249.0,90.3555,91.968,93.5805,91.8084,87.9084,83.1267,72.7698,341438358.9548,28214489.0,100.0,0.0
2017-02-23,91.8444,94.448,93.83,449672.0,90.2846,92.114,93.9434,92.0304,93.5347,89.1246,73.3402,341439814.204,28664161.0,100.0,14.2857
2017-02-24,91.0932,93.37,92.77,630167.0,90.4353,92.2415,94.0477,92.158,77.621,86.3547,64.6956,342069981.204,28033994.0,92.8571,7.1429
2017-02-27,90.9469,93.346,92.87,512605.0,90.5694,92.3465,94.1236,92.2592,58.418,76.5246,63.1345,342311207.0864,27521389.0,85.7143,0.0
2017-02-28,90.9079,93.58,93.16,596526.0,90.6908,92.439,94.1872,92.3469,37.7761,57.9383,62.7,341771493.0864,26924863.0,78.5714,0.0
2017-03-01,92.1762,94.66,93.89,1028183.0,90.6827,92.5875,94.4923,92.55,50.5152,48.9031,69.9406,342318967.1513,27953046.0,100.0,35.7143
2017-03-02,92.1566,94.71,93.81,554989.0,90.9084,92.775,94.6416,92.7319,67.3411,51.8775,69.7164,342565628.9291,27398057.0,100.0,28.5714
2017-03-03,92.3323,94.64,94.01,490230.0,90.9288,92.9135,94.8982,92.9136,91.2617,69.706,70.629,343055858.9291,27888287.0,92.8571,21.4286
2017-03-06,91.7957,94.29,93.79,380101.0,90.9523,92.992,95.0317,93.0257,81.103,79.902,64.257,343131879.1291,27508186.0,85.7143,14.2857
2017-03-07,91.7274,94.4,93.74,516973.0,91.2101,93.1305,95.0509,93.1204,61.6872,78.0173,63.4721,343053549.8867,26991213.0,78.5714,7.1429
2017-03-08,91.8835,94.58,94.11,345984.0,91.3481,93.2415,95.1349,93.2213,44.7423,62.5108,64.5383,342810624.9505,27337197.0,71.4286,0.0
2017-03-09,92.264,94.875,94.3,611947.0,91.5259,93.3805,95.2351,93.3497,49.1182,51.8492,67.0621,342773376.0027,27949144.0,100.0,7.1429
2017-03-10,92.8591,95.296,94.6,1229162.0,91.7078,93.554,95.4002,93.524,70.3445,54.735,70.5879,343592817.336,29178306.0,100.0,0.0
2017-03-13,92.8006,95.27,94.88,876457.0,91.9575,93.7235,95.4895,93.676,84.7872,68.0833,69.7965,343795076.6437,28301849.0,92.8571,0.0
2017-03-14,92.3908,95.17,94.62,837138.0,92.1065,93.832,95.5575,93.7736,76.9937,77.3751,64.357,343201469.6982,27464711.0,85.7143,14.2857
2017-03-15,93.6981,96.16,94.87,926967.0,92.152,94.0105,95.869,93.9894,77.3281,79.703,71.8853,343955977.7215,28391678.0,100.0,7.1429
2017-03-16,94.9664,97.4393,96.94,1307658.0,92.0313,94.255,96.4787,94.3085,79.9327,78.0848,76.9678,344743505.782,29699336.0,100.0,0.0
2017-03-17,94.9859,97.77,97.185,1412640.0,91.994,94.4855,96.977,94.5991,92.3451,83.202,77.0366,344176035.0128,31111976.0,100.0,0.0
2017-03-20,95.7176,98.18,97.73,1174747.0,91.994,94.768,97.542,94.9335,93.8402,88.706,79.5079,344985305.1683,32286723.0,100.0,0.0
2017-03-21,94.6445,98.79,96.92,1571705.0,92.1276,94.961,97.7944,95.1313,79.8699,88.685,67.9565,343564887.2806,30715018.0,100.0,28.5714
2017-03-22,95.2689,98.05,97.23,702715.0,92.1163,95.143,98.1697,95.3711,63.8877,79.1992,70.6301,343582026.6709,31417733.0,92.8571,21.4286
2017-03-23,95.4835,98.29,97.26,575114.0,92.1189,95.3295,98.5401,95.6091,48.1438,63.9671,71.5101,343688115.6611,31992847.0,85.7143,14.2857
2017-03-24,95.503,98.32,97.59,428852.0,92.2926,95.5555,98.8184,95.8264,47.2371,53.0895,71.5934,343611744.757,32421699.0,78.5714,7.1429
2017-03-27,94.9762,97.65,96.94,520202.0,92.5951,95.762,98.9289,95.9715,41.8895,45.7568,65.9821,343692339.4331,31901497.0,71.4286,0.0
2017-03-28,96.0884,98.6452,98.13,655362.0,92.8807,96.0275,99.1743,96.2113,55.2549,48.1272,71.127,343952856.0045,32556859.0,64.2857,0.0
2017-03-29,96.0103,98.49,97.77,759825.0,92.9984,96.224,99.4496,96.4207,66.7,54.6148,70.3233,344543831.0045,31797034.0,57.1429,0.0
2017-03-30,95.5225,98.24,97.77,742975.0,93.1978,96.3965,99.5952,96.5626,77.9967,66.6505,65.3524,344243479.4088,31054059.0,50.0,0.0
2017-03-31,95.7762,98.61,97.74,570303.0,93.392,96.573,99.754,96.7156,71.7413,72.146,66.6717,344236924.2019,31624362.0,42.8571,7.1429
2017-04-03,95.8152,98.69,97.65,576779.0,93.7373,96.779,99.8207,96.858,60.9544,70.2308,66.8806,344281291.8173,32201141.0,35.7143,0.0
2017-04-04,96.0689,98.52,98.12,427249.0,94.1548,97.0015,99.8482,97.0115,68.2749,66.9902,68.2729,344601728.5673,32628390.0,28.5714,0.0
2017-04-05,95.0054,98.31,97.27,511710.0,94.6243,97.1615,99.6987,97.0466,46.8129,58.6807,57.382,344198264.9134,32116680.0,21.4286,21.4286
2017-04-06,94.8981,97.66,96.94,516379.0,95.0551,97.2965,99.5379,97.0679,35.1499,50.0792,56.4042,344155233.3301,31600301.0,14.2857,14.2857
2017-04-07,95.142,97.65,97.0101,448660.0,95.3928,97.4135,99.4342,97.1109,19.9155,33.9594,58.1497,344421596.7212,32048961.0,7.1429,7.1429
2017-04-10,95.0152,97.47,97.025,664513.0,95.8008,97.527,99.2532,97.1375,26.827,27.2975,56.8745,344847183.6988,31384448.0,0.0,0.0
2017-04-11,94.6932,97.26,96.04,841308.0,96.4749,97.645,98.8151,97.1301,35.5193,27.4206,53.6576,345412653.0102,30543140.0,57.1429,100.0
2017-04-12,94.9664,97.49,96.91,726697.0,96.7849,97.71,98.6351,97.1501,51.2206,37.8556,55.935,345763472.2516,31269837.0,50.0,92.8571
2017-04-13,93.8347,97.09,96.17,1023677.0,96.5193,97.652,98.7847,97.0577,44.6255,43.7885,45.8765,344762049.0994,30246160.0,42.8571,85.7143
2017-04-17,94.4201,96.9,96.44,685536.0,96.4336,97.623,98.8124,97.0313,46.659,47.5017,50.8043,345089914.1429,30931696.0,35.7143,78.5714
2017-04-18,94.6542,97.03,96.49,488306.0,96.3735,97.5685,98.7635,97.0302,42.4388,44.5744,52.661,345560134.7355,31420002.0,28.5714,71.4286
2017-04-19,94.6835,97.32,96.86,921828.0,96.3791,97.5705,98.7619,97.0321,61.7625,50.2867,52.9003,345399816.8225,32341830.0,21.4286,64.2857
2017-04-20,94.781,97.52,97.11,681846.0,96.3409,97.5455,98.7501,97.0433,68.9485,57.7166,53.7397,344851013.9444,33023676.0,14.2857,57.1429
2017-04-21,94.6347,97.34,96.83,917193.0,96.2846,97.502,98.7194,97.0392,63.7037,64.8049,52.2358,344545282.9444,32106483.0,7.1429,50.0
2017-04-24,98.9079,101.96,100.61,19202.0,95.5937,97.6765,99.7593,97.4526,71.2804,67.9775,74.5932,344547985.4481,32125685.0,100.0,42.8571
2017-04-25,99.6396,102.26,101.23,1478780.0,95.0774,97.9155,100.7536,97.8981,79.6182,71.5341,76.6119,345653481.1763,33604465.0,100.0,35.7143
2017-04-26,97.8055,101.06,100.195,1648807.0,94.9955,98.0035,101.0115,98.1221,83.3287,78.0757,63.0814,344214349.0549,31955658.0,92.8571,28.5714
2017-04-27,98.2445,100.85,100.11,678006.0,94.8905,98.118,101.3455,98.3676,77.2867,80.0778,64.6889,344617487.7576,32633664.0,85.7143,21.4286
2017-04-28,97.7372,100.45,100.0,736680.0,94.8839,98.2315,101.5791,98.5402,47.4062,69.3405,61.3638,344470151.7576,31896984.0,78.5714,14.2857
2017-05-01,98.4786,101.11,100.42,519365.0,94.8209,98.37,101.9191,98.7687,40.2761,54.9897,64.2557,344733597.7721,32416349.0,71.4286,7.1429
2017-05-02,98.8981,101.38,100.75,968418.0,94.7476,98.528,102.3084,99.0165,49.611,45.7644,65.8148,345671272.3435,33384767.0,64.2857,0.0
2017-05-03,98.4299,101.02,100.56,639398.0,94.7313,98.649,102.5667,99.1949,68.4537,52.7802,62.5357,345949271.474,32745369.0,57.1429,7.1429
2017-05-04,99.864,102.46,101.42,576722.0,94.7109,98.898,103.0851,99.4963,86.5677,68.2108,67.823,346415085.397,33322091.0,100.0,0.0
2017-05-05,101.3469,103.9,102.5,519541.0,94.5885,99.2285,103.8685,99.9138,86.6177,80.5463,72.1929,346919782.3685,33841632.0,100.0,0.0
2017-05-08,100.7908,103.41,102.91,485418.0,94.6249,99.518,104.4111,100.2373,92.5652,88.5835,68.4393,347211033.1685,33356214.0,92.8571,0.0
2017-05-09,101.1421,104.045,103.35,860556.0,94.7242,99.832,104.9398,100.5642,90.3334,89.8388,69.5173,347142931.6145,34216770.0,100.0,14.2857
2017-05-10,100.8689,104.05,103.26,540317.0,94.9828,100.1485,105.3142,100.8333,82.16,88.3529,67.5837,346780440.4626,33676453.0,100.0,7.1429
2017-05-11,100.6154,102.32,101.65,652537.0,95.3218,100.389,105.4562,100.9587,61.6593,78.0509,59.6685,347101839.2835,33023916.0,92.8571,0.0
2017-05-12,101.8171,103.5486,102.71,556857.0,95.9118,100.7485,105.5852,101.1884,55.8016,66.5403,64.1208,347421504.1533,33580773.0,85.7143,28.5714
2017-05-15,101.955,103.68,103.31,330345.0,96.4681,101.085,105.7019,101.4095,56.6667,58.0425,64.6037,347448288.883,33911118.0,78.5714,21.4286
2017-05-16,103.1173,105.075,104.14,463961.0,96.9939,101.4685,105.9431,101.7219,79.3086,63.9256,68.4572,347530164.3536,34375079.0,100.0,14.2857
2017-05-17,102.349,105.14,103.91,688474.0,97.708,101.8115,105.915,101.9303,77.0052,70.9935,63.5335,346841690.3536,33686605.0,100.0,7.1429
2017-05-18,102.3687,104.4214,103.57,1088712.0,98.5545,102.1505,105.7465,102.1207,67.9071,74.7403,63.6058,346673665.0344,34775317.0,92.8571,0.0
2017-05-19,103.5014,105.44,104.96,714832.0,99.6068,102.5545,105.5022,102.4026,66.0203,70.3109,67.5844,346316249.0344,35490149.0,100.0,0.0
2017-05-22,104.1515,105.76,105.41,629733.0,99.5705,102.7725,105.9745,102.7204,77.4637,70.4637,69.636,346874012.5487,36119882.0,100.0,7.1429
2017-05-23,104.6834,106.64,106.06,829016.0,99.4504,102.98,106.5096,103.0594,90.153,77.879,71.2399,346673905.2383,36948898.0,100.0,0.0
2017-05-24,104.9887,106.69,105.98,314788.0,99.6676,103.297,106.9264,103.3957,94.7184,87.445,72.1493,346900020.5623,37263686.0,100.0,0.0
2017-05-25,105.2054,106.98,106.31,535992.0,99.8718,103.6025,107.3332,103.7209,92.2175,92.363,72.8066,347164016.622,37799678.0,100.0,28.5714
2017-05-26,104.7031,106.3579,105.78,781865.0,100.3509,103.9085,107.4661,103.9665,81.689,89.5416,68.756,347789210.9748,37017813.0,92.8571,21.4286
2017-05-30,105.0183,106.69,106.23,640451.0,100.7224,104.1925,107.6626,104.2192,72.7574,82.2213,69.888,348234742.1052,37658264.0,85.7143,14.2857
2017-05-31,105.9442,107.93,107.04,569126.0,100.9901,104.502,108.0139,104.5374,69.8262,74.7575,72.9844,348330662.2176,38227390.0,100.0,7.1429
2017-06-01,105.5108,107.29,106.77,587533.0,101.5414,104.8135,108.0856,104.7833,71.7054,71.4297,69.3876,348534039.0253,37639857.0,92.8571,0.0
2017-06-02,106.9685,108.72,108.14,685502.0,101.6642,105.1255,108.5868,105.1468,80.3449,73.9588,74.0247,348935885.0253,38325359.0,100.0,0.0
2017-06-05,106.6139,108.475,107.91,334514.0,101.6801,105.3435,109.0069,105.4414,79.6556,77.2353,71.1995,348992130.7421,37990845.0,92.8571,0.0
2017-06-06,106.0229,107.8312,107.11,1026499.0,101.8911,105.56,109.2289,105.6508,73.7522,77.9176,66.6349,349474351.8475,36964346.0,85.7143,14.2857
2017-06-07,105.8654,107.89,106.895,667804.0,102.0983,105.7505,109.4027,105.825,53.9162,69.108,65.4302,349591804.8123,36296542.0,78.5714,7.1429
2017-06-08,105.9146,107.73,106.95,558890.0,102.3958,105.9575,109.5192,105.9874,38.6067,55.425,65.6393,349864084.5559,36855432.0,71.4286,0.0
2017-06-09,104.4667,107.61,105.46,776712.0,103.0488,106.153,109.2572,105.9943,30.3684,40.9638,55.0912,349520886.2303,36078720.0,64.2857,0.0
